Delta/J(row) \ gamma/J(column),0.0,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0
0.0,-0.2013727750214907,-0.04479685308540215,-1.3010426069826053e-18,-2.7647155398380363e-18,-3.112310756336889e-15,-1.743787406138786e-14,-8.460788493425131e-15,1.0893846588699851e-13,4.790187560846371e-12,8.645578285400302e-11,8.576342097436906e-10
0.5,-0.17697853201896716,-0.09088980688374418,-0.03467372891834285,-0.004902112099168618,-0.0003226937243130843,-0.00013037244505157935,-6.747004050996579e-05,-3.978824818604551e-05,-2.5533070346973944e-05,-1.7399435249333398e-05,-1.2405410482151288e-05
1.0,-0.1119083108071125,-0.047420108115247134,-0.010106338062422063,-0.002433134413556358,-0.001272397428030045,-0.000708730097749243,-0.00042320342504764875,-0.00026943576611684813,-0.00018098210945686701,-0.00012700817577611335,-9.23818211032935e-05
1.5,-0.03172434064724284,-0.011872553723899356,-0.006567950107924585,-0.004101315831573226,-0.0026603985002782325,-0.0017192664189434601,-0.0011316010501644087,-0.0007674321117670589,-0.000537601736927663,-0.00038831409112722475,-0.0002882911169858005
2.0,-0.058585621014893355,-0.013533768699648318,-0.00889123668340071,-0.006181199310391888,-0.004335538242660085,-0.003032850745036042,-0.002133444736362115,-0.001522557100568513,-0.0011078118863179715,-0.0008230274354913736,-0.0006240585659643606
2.5,-0.09044116248032463,-0.016224473890110867,-0.011338258955053263,-0.00829423576221365,-0.0061182275892822345,-0.004509739707744916,-0.0033300886325454467,-0.0024766545194426373,-0.0018632255398812686,-0.001421375462764238,-0.0011004939524675305
3.0,-0.0766765617902598,-0.016871716245906783,-0.01292080078434237,-0.010120802147462266,-0.007831625186999463,-0.006021715611260786,-0.004622082054955343,-0.00355744461139765,-0.0027557529835941803,-0.00215406267821886,-0.0017014879454116053
3.5,-0.07816194208127375,-0.016395311993047123,-0.013649594067835679,-0.011510668654193685,-0.009347182135390836,-0.007466212718514623,-0.005924589624669162,-0.004696420896239607,-0.0037331230210247302,-0.002983472847092739,-0.002401387593793036
4.0,-0.06908870686642432,-0.015571717863223202,-0.013731906069397622,-0.012438331803172878,-0.01059431805014116,-0.008772186251991112,-0.007172642997362304,-0.005836506873330644,-0.004747537811657037,-0.003871495746149564,-0.003171188464160136
4.5,-0.055764407122194715,-0.014774923360456124,-0.013382446430025917,-0.0129500645700046,-0.011550590845218724,-0.009897995086636718,-0.00832113519405877,-0.006934043080532105,-0.005759313123433657,-0.004783951990156316,-0.003982668003429721
5.0,-0.058210823625178376,-0.014116202439393582,-0.012774298801019249,-0.013122679416260809,-0.012226624866911832,-0.010826030018220417,-0.009342165083939018,-0.007958076030188168,-0.0067377876549794755,-0.005692361924499826,-0.0048107137963378675
5.5,-0.05847218189607038,-0.013515888976296988,-0.012032364711025399,-0.013037476339080645,-0.012651862231351528,-0.011556094255491867,-0.01022167543315337,-0.008888512176379107,-0.007660657036546635,-0.006574414954091645,-0.005634324770258827
6.0,-0.05994798803028274,-0.013064405140160551,-0.011239067039420805,-0.012767513333323963,-0.012864277990335224,-0.012099595065703763,-0.01095603759192025,-0.009713952414349787,-0.008512739607539826,-0.007413426767068601,-0.006436774219751662
6.5,-0.06192637011649154,-0.01269133409246547,-0.010445502818296641,-0.012372182339370237,-0.012902949844723954,-0.01247453107176416,-0.011548957555252794,-0.010429710802808752,-0.00928470398838417,-0.00819759855032157,-0.00720523105510083
7.0,-0.06238568249165609,-0.012356077933020097,-0.009681142867413367,-0.011897771993825672,-0.01280466493716346,-0.012702059561432819,-0.012009015523831866,-0.011036110543170406,-0.009971764135031824,-0.00891922412989789,-0.007930361510278318
7.5,-0.06248973876764683,-0.01212486150738795,-0.008961538152934004,-0.0113785123373587,-0.012601875060219387,-0.01280390929388907,-0.012347659470791432,-0.011536958305710138,-0.010572685985902365,-0.009573801432599388,-0.008605692003782788
8.0,-0.0635710587557973,-0.011890653543549404,-0.008293610699281638,-0.010839155266860393,-0.01232161345040269,-0.01280108533624993,-0.012577794646833626,-0.011938470536953542,-0.011088835268028131,-0.010159421856782352,-0.009227160951908264
8.5,-0.06426425606292498,-0.01171615070720208,-0.0076790801940893666,-0.01029703759888316,-0.011986263750380068,-0.01271275702205826,-0.012712772036726364,-0.012248269101869092,-0.011523413970192298,-0.010676098273563405,-0.009792605022298178
9.0,-0.06417847130742904,-0.011569021192174421,-0.00711675088462208,-0.009763957436100153,-0.01161370715134655,-0.012556026465698951,-0.012765507048502368,-0.012474767347078294,-0.011880925734075898,-0.011125352147790446,-0.010301337329772288
9.5,-0.06453516203553566,-0.01142254391765403,-0.006603778786809246,-0.009247625605493748,-0.011217976149489403,-0.01234561382623595,-0.012748181947183123,-0.012626615011851649,-0.01216668342133134,-0.011509778602083963,-0.0107539053435069
10.0,-0.06519675739404285,-0.011326082459443079,-0.006136599194414225,-0.008752865204423645,-0.010809926534025323,-0.012094077278053443,-0.012672125008346257,-0.012712375067433276,-0.012386454758294203,-0.011832698320646401,-0.011151679217274812
